OrderId,CustomerId,Amount,OrderDate
ORD-003472,C1473,15.99,2024-09-28
ORD-003473,C1474,25,2024-09-29
ORD-003474,C1475,33.5,2024-09-30
ORD-003475,C1476,45.99,2024-10-01
ORD-003476,C1477,59,2024-10-02
ORD-003477,C1478,75.25,2024-10-03
ORD-003478,C1479,99.5,2024-10-04
ORD-003479,C1480,120,2024-10-05
ORD-003480,C1481,150,2024-10-06
ORD-003481,C1482,185,2024-10-07
ORD-003482,C1483,210,2024-10-08
ORD-003483,C1484,275,2024-10-09
ORD-003484,C1485,350,2024-10-10
ORD-003485,C1486,499.99,2024-10-11
ORD-003486,C1487,15.99,2024-10-12
ORD-003487,C1488,25,2024-10-13
ORD-003488,C1489,33.5,2024-10-14
ORD-003489,C1490,45.99,2024-10-15
ORD-003490,C1491,59,2024-10-16
ORD-003491,C1492,75.25,2024-10-17
ORD-003492,C1493,99.5,2024-10-18
ORD-003493,C1494,120,2024-10-19
ORD-003494,C1495,150,2024-10-20
ORD-003495,C1496,185,2024-10-21
ORD-003496,C1497,210,2024-10-22
ORD-003497,C1498,275,2024-10-23
ORD-003498,C1499,350,2024-10-24
ORD-003499,C1500,499.99,2024-10-25
ORD-003500,C1501,15.99,2024-10-26
ORD-003501,C1502,25,2024-10-27
ORD-003502,C1503,33.5,2024-10-28
ORD-003503,C1504,45.99,2024-10-29
ORD-003504,C1505,59,2024-10-30
ORD-003505,C1506,75.25,2024-10-31
ORD-003506,C1507,99.5,2024-11-01
ORD-003507,C1508,120,2024-11-02
ORD-003508,C1509,150,2024-11-04
ORD-003509,C1510,185,2024-11-05
ORD-003510,C1511,210,2024-11-06
ORD-003511,C1512,275,2024-11-07
ORD-003512,C1513,350,2024-11-08
ORD-003513,C1514,499.99,2024-11-09
ORD-003514,C1515,15.99,2024-11-10
ORD-003515,C1516,25,2024-11-11
ORD-003516,C1517,33.5,2024-11-12
ORD-003517,C1518,45.99,2024-11-13
ORD-003518,C1519,59,2024-11-14
ORD-003519,C1520,75.25,2024-11-15
ORD-003520,C1521,99.5,2024-11-16
ORD-003521,C1522,120,2024-11-17
ORD-003522,C1523,150,2024-11-18
ORD-003523,C1524,185,2024-11-19
ORD-003524,C1525,210,2024-11-20
ORD-003525,C1526,275,2024-11-21
ORD-003526,C1527,350,2024-11-22
ORD-003527,C1528,499.99,2024-11-23
ORD-003528,C1529,15.99,2024-11-24
ORD-003529,C1530,25,2024-11-25
ORD-003530,C1531,33.5,2024-11-26
ORD-003531,C1532,45.99,2024-11-27
ORD-003532,C1533,59,2024-11-28
ORD-003533,C1534,75.25,2024-11-29
ORD-003534,C1535,99.5,2024-11-30
ORD-003535,C1536,120,2024-12-01
ORD-003536,C1537,150,2024-12-02
ORD-003537,C1538,185,2024-12-03
ORD-003538,C1539,210,2024-12-04
ORD-003539,C1540,275,2024-12-05
ORD-003540,C1541,350,2024-12-06
ORD-003541,C1542,499.99,2024-12-07
ORD-003542,C1543,15.99,2024-12-08
ORD-003543,C1544,25,2024-12-09
ORD-003544,C1545,33.5,2024-12-10
ORD-003545,C1546,45.99,2024-12-11
ORD-003546,C1547,59,2024-12-12
ORD-003547,C1548,75.25,2024-12-13
ORD-003548,C1549,99.5,2024-12-14
ORD-003549,C1550,120,2024-12-15
ORD-003550,C1551,150,2024-12-16
ORD-003551,C1552,185,2024-12-17
ORD-003552,C1553,210,2024-12-18
ORD-003553,C1554,275,2024-12-19
ORD-003554,C1555,350,2024-12-20
ORD-003555,C1556,499.99,2024-12-21
ORD-003556,C1557,15.99,2024-12-22
ORD-003557,C1558,25,2024-12-23
ORD-003558,C1559,33.5,2024-12-24
ORD-003559,C1560,45.99,2024-12-25
ORD-003560,C1561,59,2024-12-26
ORD-003561,C1562,75.25,2024-12-27
ORD-003562,C1563,99.5,2024-12-28
ORD-003563,C1564,120,2024-12-29
ORD-003564,C1565,150,2024-12-30
ORD-003565,C1566,185,2024-12-31
ORD-003566,C1567,210,2025-01-01
ORD-003567,C1568,275,2025-01-02
ORD-003568,C1569,350,2025-01-03
ORD-003569,C1570,499.99,2025-01-04
ORD-003570,C1571,15.99,2025-01-05
ORD-003571,C1572,25,2025-01-06
ORD-003572,C1573,33.5,2025-01-07
ORD-003573,C1574,45.99,2025-01-08
ORD-003574,C1575,59,2025-01-09
ORD-003575,C1576,75.25,2025-01-10
ORD-003576,C1577,99.5,2025-01-11
ORD-003577,C1578,120,2025-01-12
ORD-003578,C1579,150,2025-01-13
ORD-003579,C1580,185,2025-01-14
ORD-003580,C1581,210,2025-01-15
ORD-003581,C1582,275,2025-01-16
ORD-003582,C1583,350,2025-01-17
ORD-003583,C1584,499.99,2025-01-18
ORD-003584,C1585,15.99,2025-01-19
ORD-003585,C1586,25,2025-01-20
ORD-003586,C1587,33.5,2025-01-21
ORD-003587,C1588,45.99,2025-01-22
ORD-003588,C1589,59,2025-01-23
ORD-003589,C1590,75.25,2025-01-24
ORD-003590,C1591,99.5,2025-01-25
ORD-003591,C1592,120,2025-01-26
ORD-003592,C1593,150,2025-01-27
ORD-003593,C1594,185,2025-01-28
ORD-003594,C1595,210,2025-01-29
ORD-003595,C1596,275,2025-01-30
ORD-003596,C1597,350,2025-01-31
ORD-003597,C1598,499.99,2025-02-01
ORD-003598,C1599,15.99,2025-02-02
ORD-003599,C1600,25,2025-02-03
ORD-003600,C1601,33.5,2024-01-01
ORD-003601,C1602,45.99,2024-01-02
ORD-003602,C1603,59,2024-01-03
ORD-003603,C1604,75.25,2024-01-04
ORD-003604,C1605,99.5,2024-01-05
ORD-003605,C1606,120,2024-01-06
ORD-003606,C1607,150,2024-01-07
ORD-003607,C1608,185,2024-01-08
ORD-003608,C1609,210,2024-01-09
ORD-003609,C1610,275,2024-01-10
ORD-003610,C1611,350,2024-01-11
ORD-003611,C1612,499.99,2024-01-12
ORD-003612,C1613,15.99,2024-01-13
ORD-003613,C1614,25,2024-01-14
ORD-003614,C1615,33.5,2024-01-15
ORD-003615,C1616,45.99,2024-01-16
ORD-003616,C1617,59,2024-01-17
ORD-003617,C1618,75.25,2024-01-18
ORD-003618,C1619,99.5,2024-01-19
ORD-003619,C1620,120,2024-01-20
ORD-003620,C1621,150,2024-01-21
ORD-003621,C1622,185,2024-01-22
ORD-003622,C1623,210,2024-01-23
ORD-003623,C1624,275,2024-01-24
ORD-003624,C1625,350,2024-01-25
ORD-003625,C1626,499.99,2024-01-26
ORD-003626,C1627,15.99,2024-01-27
ORD-003627,C1628,25,2024-01-28
ORD-003628,C1629,33.5,2024-01-29
ORD-003629,C1630,45.99,2024-01-30
ORD-003630,C1631,59,2024-01-31
ORD-003631,C1632,75.25,2024-02-01
ORD-003632,C1633,99.5,2024-02-02
ORD-003633,C1634,120,2024-02-03
ORD-003634,C1635,150,2024-02-04
ORD-003635,C1636,185,2024-02-05
ORD-003636,C1637,210,2024-02-06
ORD-003637,C1638,275,2024-02-07
ORD-003638,C1639,350,2024-02-08
ORD-003639,C1640,499.99,2024-02-09
ORD-003640,C1641,15.99,2024-02-10
ORD-003641,C1642,25,2024-02-11
ORD-003642,C1643,33.5,2024-02-12
ORD-003643,C1644,45.99,2024-02-13
ORD-003644,C1645,59,2024-02-14
ORD-003645,C1646,75.25,2024-02-15
ORD-003646,C1647,99.5,2024-02-16
ORD-003647,C1648,120,2024-02-17
ORD-003648,C1649,150,2024-02-18
ORD-003649,C1650,185,2024-02-19
ORD-003650,C1651,210,2024-02-20
ORD-003651,C1652,275,2024-02-21
ORD-003652,C1653,350,2024-02-22
ORD-003653,C1654,499.99,2024-02-23
ORD-003654,C1655,15.99,2024-02-24
ORD-003655,C1656,25,2024-02-25
ORD-003656,C1657,33.5,2024-02-26
ORD-003657,C1658,45.99,2024-02-27
ORD-003658,C1659,59,2024-02-28
ORD-003659,C1660,75.25,2024-02-29
ORD-003660,C1661,99.5,2024-03-01
ORD-003661,C1662,120,2024-03-02
ORD-003662,C1663,150,2024-03-03
ORD-003663,C1664,185,2024-03-04
ORD-003664,C1665,210,2024-03-05
ORD-003665,C1666,275,2024-03-06
ORD-003666,C1667,350,2024-03-07
ORD-003667,C1668,499.99,2024-03-08
ORD-003668,C1669,15.99,2024-03-09
ORD-003669,C1670,25,2024-03-10
ORD-003670,C1671,33.5,2024-03-10
ORD-003671,C1672,45.99,2024-03-11
ORD-003672,C1673,59,2024-03-12
ORD-003673,C1674,75.25,2024-03-13
ORD-003674,C1675,99.5,2024-03-14
ORD-003675,C1676,120,2024-03-15
ORD-003676,C1677,150,2024-03-16
ORD-003677,C1678,185,2024-03-17
ORD-003678,C1679,210,2024-03-18
ORD-003679,C1680,275,2024-03-19
ORD-003680,C1681,350,2024-03-20
ORD-003681,C1682,499.99,2024-03-21
ORD-003682,C1683,15.99,2024-03-22
ORD-003683,C1684,25,2024-03-23
ORD-003684,C1685,33.5,2024-03-24
ORD-003685,C1686,45.99,2024-03-25
ORD-003686,C1687,59,2024-03-26
ORD-003687,C1688,75.25,2024-03-27
ORD-003688,C1689,99.5,2024-03-28
ORD-003689,C1690,120,2024-03-29
ORD-003690,C1691,150,2024-03-30
ORD-003691,C1692,185,2024-03-31
ORD-003692,C1693,210,2024-04-01
ORD-003693,C1694,275,2024-04-02
ORD-003694,C1695,350,2024-04-03
ORD-003695,C1696,499.99,2024-04-04
ORD-003696,C1697,15.99,2024-04-05
ORD-003697,C1698,25,2024-04-06
ORD-003698,C1699,33.5,2024-04-07
ORD-003699,C1700,45.99,2024-04-08
ORD-003700,C1701,59,2024-04-09
ORD-003701,C1702,75.25,2024-04-10
ORD-003702,C1703,99.5,2024-04-11
ORD-003703,C1704,120,2024-04-12
ORD-003704,C1705,150,2024-04-13
ORD-003705,C1706,185,2024-04-14
ORD-003706,C1707,210,2024-04-15
ORD-003707,C1708,275,2024-04-16
ORD-003708,C1709,350,2024-04-17
ORD-003709,C1710,499.99,2024-04-18
ORD-003710,C1711,15.99,2024-04-19
ORD-003711,C1712,25,2024-04-20
ORD-003712,C1713,33.5,2024-04-21
ORD-003713,C1714,45.99,2024-04-22
ORD-003714,C1715,59,2024-04-23
ORD-003715,C1716,75.25,2024-04-24
ORD-003716,C1717,99.5,2024-04-25
ORD-003717,C1718,120,2024-04-26
ORD-003718,C1719,150,2024-04-27
ORD-003719,C1720,185,2024-04-28
ORD-003720,C1721,210,2024-04-29
ORD-003721,C1722,275,2024-04-30
ORD-003722,C1723,350,2024-05-01
ORD-003723,C1724,499.99,2024-05-02
ORD-003724,C1725,15.99,2024-05-03
ORD-003725,C1726,25,2024-05-04
ORD-003726,C1727,33.5,2024-05-05
ORD-003727,C1728,45.99,2024-05-06
ORD-003728,C1729,59,2024-05-07
ORD-003729,C1730,75.25,2024-05-08
ORD-003730,C1731,99.5,2024-05-09
ORD-003731,C1732,120,2024-05-10
ORD-003732,C1733,150,2024-05-11
ORD-003733,C1734,185,2024-05-12
ORD-003734,C1735,210,2024-05-13
ORD-003735,C1736,275,2024-05-14
ORD-003736,C1737,350,2024-05-15
ORD-003737,C1738,499.99,2024-05-16
ORD-003738,C1739,15.99,2024-05-17
ORD-003739,C1740,25,2024-05-18
ORD-003740,C1741,33.5,2024-05-19
ORD-003741,C1742,45.99,2024-05-20
ORD-003742,C1743,59,2024-05-21
ORD-003743,C1744,75.25,2024-05-22
ORD-003744,C1745,99.5,2024-05-23
ORD-003745,C1746,120,2024-05-24
ORD-003746,C1747,150,2024-05-25
ORD-003747,C1748,185,2024-05-26
ORD-003748,C1749,210,2024-05-27
ORD-003749,C1750,275,2024-05-28
ORD-003750,C1751,350,2024-05-29
ORD-003751,C1752,499.99,2024-05-30
ORD-003752,C1753,15.99,2024-05-31
ORD-003753,C1754,25,2024-06-01
ORD-003754,C1755,33.5,2024-06-02
ORD-003755,C1756,45.99,2024-06-03
ORD-003756,C1757,59,2024-06-04
ORD-003757,C1758,75.25,2024-06-05
ORD-003758,C1759,99.5,2024-06-06
ORD-003759,C1760,120,2024-06-07
ORD-003760,C1761,150,2024-06-08
ORD-003761,C1762,185,2024-06-09
ORD-003762,C1763,210,2024-06-10
ORD-003763,C1764,275,2024-06-11
ORD-003764,C1765,350,2024-06-12
ORD-003765,C1766,499.99,2024-06-13
ORD-003766,C1767,15.99,2024-06-14
ORD-003767,C1768,25,2024-06-15
ORD-003768,C1769,33.5,2024-06-16
ORD-003769,C1770,45.99,2024-06-17
ORD-003770,C1771,59,2024-06-18
ORD-003771,C1772,75.25,2024-06-19
ORD-003772,C1773,99.5,2024-06-20
ORD-003773,C1774,120,2024-06-21
ORD-003774,C1775,150,2024-06-22
ORD-003775,C1776,185,2024-06-23
ORD-003776,C1777,210,2024-06-24
ORD-003777,C1778,275,2024-06-25
ORD-003778,C1779,350,2024-06-26
ORD-003779,C1780,499.99,2024-06-27
ORD-003780,C1781,15.99,2024-06-28
ORD-003781,C1782,25,2024-06-29
ORD-003782,C1783,33.5,2024-06-30
ORD-003783,C1784,45.99,2024-07-01
ORD-003784,C1785,59,2024-07-02
ORD-003785,C1786,75.25,2024-07-03
ORD-003786,C1787,99.5,2024-07-04
ORD-003787,C1788,120,2024-07-05
ORD-003788,C1789,150,2024-07-06
ORD-003789,C1790,185,2024-07-07
ORD-003790,C1791,210,2024-07-08
ORD-003791,C1792,275,2024-07-09
ORD-003792,C1793,350,2024-07-10
ORD-003793,C1794,499.99,2024-07-11
ORD-003794,C1795,15.99,2024-07-12
ORD-003795,C1796,25,2024-07-13
ORD-003796,C1797,33.5,2024-07-14
ORD-003797,C1798,45.99,2024-07-15
ORD-003798,C1799,59,2024-07-16
ORD-003799,C1800,75.25,2024-07-17
ORD-003800,C1801,99.5,2024-07-18
ORD-003801,C1802,120,2024-07-19
ORD-003802,C1803,150,2024-07-20
ORD-003803,C1804,185,2024-07-21
ORD-003804,C1805,210,2024-07-22
ORD-003805,C1806,275,2024-07-23
ORD-003806,C1807,350,2024-07-24
ORD-003807,C1808,499.99,2024-07-25
ORD-003808,C1809,15.99,2024-07-26
ORD-003809,C1810,25,2024-07-27
ORD-003810,C1811,33.5,2024-07-28
ORD-003811,C1812,45.99,2024-07-29
ORD-003812,C1813,59,2024-07-30
ORD-003813,C1814,75.25,2024-07-31
ORD-003814,C1815,99.5,2024-08-01
ORD-003815,C1816,120,2024-08-02
ORD-003816,C1817,150,2024-08-03
ORD-003817,C1818,185,2024-08-04
ORD-003818,C1819,210,2024-08-05
ORD-003819,C1820,275,2024-08-06
ORD-003820,C1821,350,2024-08-07
ORD-003821,C1822,499.99,2024-08-08
ORD-003822,C1823,15.99,2024-08-09
ORD-003823,C1824,25,2024-08-10
ORD-003824,C1825,33.5,2024-08-11
ORD-003825,C1826,45.99,2024-08-12
ORD-003826,C1827,59,2024-08-13
ORD-003827,C1828,75.25,2024-08-14
ORD-003828,C1829,99.5,2024-08-15
ORD-003829,C1830,120,2024-08-16
ORD-003830,C1831,150,2024-08-17
ORD-003831,C1832,185,2024-08-18
ORD-003832,C1833,210,2024-08-19
ORD-003833,C1834,275,2024-08-20
ORD-003834,C1835,350,2024-08-21
ORD-003835,C1836,499.99,2024-08-22
ORD-003836,C1837,15.99,2024-08-23
ORD-003837,C1838,25,2024-08-24
ORD-003838,C1839,33.5,2024-08-25
ORD-003839,C1840,45.99,2024-08-26
ORD-003840,C1841,59,2024-08-27
ORD-003841,C1842,75.25,2024-08-28
ORD-003842,C1843,99.5,2024-08-29
ORD-003843,C1844,120,2024-08-30
ORD-003844,C1845,150,2024-08-31
ORD-003845,C1846,185,2024-09-01
ORD-003846,C1847,210,2024-09-02
ORD-003847,C1848,275,2024-09-03
ORD-003848,C1849,350,2024-09-04
ORD-003849,C1850,499.99,2024-09-05
ORD-003850,C1851,15.99,2024-09-06
ORD-003851,C1852,25,2024-09-07
ORD-003852,C1853,33.5,2024-09-08
ORD-003853,C1854,45.99,2024-09-09
ORD-003854,C1855,59,2024-09-10
ORD-003855,C1856,75.25,2024-09-11
ORD-003856,C1857,99.5,2024-09-12
ORD-003857,C1858,120,2024-09-13
ORD-003858,C1859,150,2024-09-14
ORD-003859,C1860,185,2024-09-15
ORD-003860,C1861,210,2024-09-16
ORD-003861,C1862,275,2024-09-17
ORD-003862,C1863,350,2024-09-18
ORD-003863,C1864,499.99,2024-09-19
ORD-003864,C1865,15.99,2024-09-20
ORD-003865,C1866,25,2024-09-21
ORD-003866,C1867,33.5,2024-09-22
ORD-003867,C1868,45.99,2024-09-23
ORD-003868,C1869,59,2024-09-24
ORD-003869,C1870,75.25,2024-09-25
ORD-003870,C1871,99.5,2024-09-26
ORD-003871,C1872,120,2024-09-27
ORD-003872,C1873,150,2024-09-28
ORD-003873,C1874,185,2024-09-29
ORD-003874,C1875,210,2024-09-30
ORD-003875,C1876,275,2024-10-01
ORD-003876,C1877,350,2024-10-02
ORD-003877,C1878,499.99,2024-10-03
ORD-003878,C1879,15.99,2024-10-04
ORD-003879,C1880,25,2024-10-05
ORD-003880,C1881,33.5,2024-10-06
ORD-003881,C1882,45.99,2024-10-07
ORD-003882,C1883,59,2024-10-08
ORD-003883,C1884,75.25,2024-10-09
ORD-003884,C1885,99.5,2024-10-10
ORD-003885,C1886,120,2024-10-11
ORD-003886,C1887,150,2024-10-12
ORD-003887,C1888,185,2024-10-13
ORD-003888,C1889,210,2024-10-14
ORD-003889,C1890,275,2024-10-15
ORD-003890,C1891,350,2024-10-16
ORD-003891,C1892,499.99,2024-10-17
ORD-003892,C1893,15.99,2024-10-18
ORD-003893,C1894,25,2024-10-19
ORD-003894,C1895,33.5,2024-10-20
ORD-003895,C1896,45.99,2024-10-21
ORD-003896,C1897,59,2024-10-22
ORD-003897,C1898,75.25,2024-10-23
ORD-003898,C1899,99.5,2024-10-24
ORD-003899,C1900,120,2024-10-25
ORD-003900,C1901,150,2024-10-26
ORD-003901,C1902,185,2024-10-27
ORD-003902,C1903,210,2024-10-28
ORD-003903,C1904,275,2024-10-29
ORD-003904,C1905,350,2024-10-30
ORD-003905,C1906,499.99,2024-10-31
ORD-003906,C1907,15.99,2024-11-01
ORD-003907,C1908,25,2024-11-02
ORD-003908,C1909,33.5,2024-11-04
ORD-003909,C1910,45.99,2024-11-05
ORD-003910,C1911,59,2024-11-06
ORD-003911,C1912,75.25,2024-11-07
ORD-003912,C1913,99.5,2024-11-08
ORD-003913,C1914,120,2024-11-09
ORD-003914,C1915,150,2024-11-10
ORD-003915,C1916,185,2024-11-11
ORD-003916,C1917,210,2024-11-12
ORD-003917,C1918,275,2024-11-13
ORD-003918,C1919,350,2024-11-14
ORD-003919,C1920,499.99,2024-11-15
ORD-003920,C1921,15.99,2024-11-16
ORD-003921,C1922,25,2024-11-17
ORD-003922,C1923,33.5,2024-11-18
ORD-003923,C1924,45.99,2024-11-19
ORD-003924,C1925,59,2024-11-20
ORD-003925,C1926,75.25,2024-11-21
ORD-003926,C1927,99.5,2024-11-22
ORD-003927,C1928,120,2024-11-23
ORD-003928,C1929,150,2024-11-24
ORD-003929,C1930,185,2024-11-25
ORD-003930,C1931,210,2024-11-26
ORD-003931,C1932,275,2024-11-27
ORD-003932,C1933,350,2024-11-28
ORD-003933,C1934,499.99,2024-11-29
ORD-003934,C1935,15.99,2024-11-30
ORD-003935,C1936,25,2024-12-01
ORD-003936,C1937,33.5,2024-12-02
ORD-003937,C1938,45.99,2024-12-03
ORD-003938,C1939,59,2024-12-04
ORD-003939,C1940,75.25,2024-12-05
ORD-003940,C1941,99.5,2024-12-06
ORD-003941,C1942,120,2024-12-07
ORD-003942,C1943,150,2024-12-08
ORD-003943,C1944,185,2024-12-09
ORD-003944,C1945,210,2024-12-10
ORD-003945,C1946,275,2024-12-11
ORD-003946,C1947,350,2024-12-12
ORD-003947,C1948,499.99,2024-12-13
ORD-003948,C1949,15.99,2024-12-14
ORD-003949,C1950,25,2024-12-15
ORD-003950,C1951,33.5,2024-12-16
ORD-003951,C1952,45.99,2024-12-17
ORD-003952,C1953,59,2024-12-18
ORD-003953,C1954,75.25,2024-12-19
ORD-003954,C1955,99.5,2024-12-20
ORD-003955,C1956,120,2024-12-21
ORD-003956,C1957,150,2024-12-22
ORD-003957,C1958,185,2024-12-23
ORD-003958,C1959,210,2024-12-24
ORD-003959,C1960,275,2024-12-25
ORD-003960,C1961,350,2024-12-26
ORD-003961,C1962,499.99,2024-12-27
ORD-003962,C1963,15.99,2024-12-28
ORD-003963,C1964,25,2024-12-29
ORD-003964,C1965,33.5,2024-12-30
ORD-003965,C1966,45.99,2024-12-31
ORD-003966,C1967,59,2025-01-01
ORD-003967,C1968,75.25,2025-01-02
ORD-003968,C1969,99.5,2025-01-03
ORD-003969,C1970,120,2025-01-04
ORD-003970,C1971,150,2025-01-05
ORD-003971,C1972,185,2025-01-06
ORD-003972,C1973,210,2025-01-07
ORD-003973,C1974,275,2025-01-08
ORD-003974,C1975,350,2025-01-09
ORD-003975,C1976,499.99,2025-01-10
ORD-003976,C1977,15.99,2025-01-11
ORD-003977,C1978,25,2025-01-12
ORD-003978,C1979,33.5,2025-01-13
ORD-003979,C1980,45.99,2025-01-14
ORD-003980,C1981,59,2025-01-15
ORD-003981,C1982,75.25,2025-01-16
ORD-003982,C1983,99.5,2025-01-17
ORD-003983,C1984,120,2025-01-18
ORD-003984,C1985,150,2025-01-19
ORD-003985,C1986,185,2025-01-20
ORD-003986,C1987,210,2025-01-21
ORD-003987,C1988,275,2025-01-22
ORD-003988,C1989,350,2025-01-23
ORD-003989,C1990,499.99,2025-01-24
ORD-003990,C1991,15.99,2025-01-25
ORD-003991,C1992,25,2025-01-26
ORD-003992,C1993,33.5,2025-01-27
ORD-003993,C1994,45.99,2025-01-28
ORD-003994,C1995,59,2025-01-29
ORD-003995,C1996,75.25,2025-01-30
ORD-003996,C1997,99.5,2025-01-31
ORD-003997,C1998,120,2025-02-01
ORD-003998,C1999,150,2025-02-02
ORD-003999,C2000,185,2025-02-03
ORD-004000,C1,210,2024-01-01
ORD-004001,C2,275,2024-01-02
ORD-004002,C3,350,2024-01-03
ORD-004003,C4,499.99,2024-01-04
ORD-004004,C5,15.99,2024-01-05
ORD-004005,C6,25,2024-01-06
ORD-004006,C7,33.5,2024-01-07
ORD-004007,C8,45.99,2024-01-08
ORD-004008,C9,59,2024-01-09
ORD-004009,C10,75.25,2024-01-10
ORD-004010,C11,99.5,2024-01-11
ORD-004011,C12,120,2024-01-12
ORD-004012,C13,150,2024-01-13
ORD-004013,C14,185,2024-01-14
ORD-004014,C15,210,2024-01-15
ORD-004015,C16,275,2024-01-16
ORD-004016,C17,350,2024-01-17
ORD-004017,C18,499.99,2024-01-18
ORD-004018,C19,15.99,2024-01-19
ORD-004019,C20,25,2024-01-20
ORD-004020,C21,33.5,2024-01-21
ORD-004021,C22,45.99,2024-01-22
ORD-004022,C23,59,2024-01-23
ORD-004023,C24,75.25,2024-01-24
ORD-004024,C25,99.5,2024-01-25
ORD-004025,C26,120,2024-01-26
ORD-004026,C27,150,2024-01-27
ORD-004027,C28,185,2024-01-28
ORD-004028,C29,210,2024-01-29
ORD-004029,C30,275,2024-01-30
ORD-004030,C31,350,2024-01-31
ORD-004031,C32,499.99,2024-02-01
ORD-004032,C33,15.99,2024-02-02
ORD-004033,C34,25,2024-02-03
ORD-004034,C35,33.5,2024-02-04
ORD-004035,C36,45.99,2024-02-05
ORD-004036,C37,59,2024-02-06
ORD-004037,C38,75.25,2024-02-07
ORD-004038,C39,99.5,2024-02-08
ORD-004039,C40,120,2024-02-09
ORD-004040,C41,150,2024-02-10
ORD-004041,C42,185,2024-02-11
ORD-004042,C43,210,2024-02-12
ORD-004043,C44,275,2024-02-13
ORD-004044,C45,350,2024-02-14
ORD-004045,C46,499.99,2024-02-15
ORD-004046,C47,15.99,2024-02-16
ORD-004047,C48,25,2024-02-17
ORD-004048,C49,33.5,2024-02-18
ORD-004049,C50,45.99,2024-02-19
ORD-004050,C51,59,2024-02-20
ORD-004051,C52,75.25,2024-02-21
ORD-004052,C53,99.5,2024-02-22
ORD-004053,C54,120,2024-02-23
ORD-004054,C55,150,2024-02-24
ORD-004055,C56,185,2024-02-25
ORD-004056,C57,210,2024-02-26
ORD-004057,C58,275,2024-02-27
ORD-004058,C59,350,2024-02-28
ORD-004059,C60,499.99,2024-02-29
ORD-004060,C61,15.99,2024-03-01
ORD-004061,C62,25,2024-03-02
ORD-004062,C63,33.5,2024-03-03
ORD-004063,C64,45.99,2024-03-04
ORD-004064,C65,59,2024-03-05
ORD-004065,C66,75.25,2024-03-06
ORD-004066,C67,99.5,2024-03-07
ORD-004067,C68,120,2024-03-08
ORD-004068,C69,150,2024-03-09
ORD-004069,C70,185,2024-03-10
ORD-004070,C71,210,2024-03-10
ORD-004071,C72,275,2024-03-11
ORD-004072,C73,350,2024-03-12
ORD-004073,C74,499.99,2024-03-13
ORD-004074,C75,15.99,2024-03-14
ORD-004075,C76,25,2024-03-15
ORD-004076,C77,33.5,2024-03-16
ORD-004077,C78,45.99,2024-03-17
ORD-004078,C79,59,2024-03-18
ORD-004079,C80,75.25,2024-03-19
ORD-004080,C81,99.5,2024-03-20
ORD-004081,C82,120,2024-03-21
ORD-004082,C83,150,2024-03-22
ORD-004083,C84,185,2024-03-23
ORD-004084,C85,210,2024-03-24
ORD-004085,C86,275,2024-03-25
ORD-004086,C87,350,2024-03-26
ORD-004087,C88,499.99,2024-03-27
ORD-004088,C89,15.99,2024-03-28
ORD-004089,C90,25,2024-03-29
ORD-004090,C91,33.5,2024-03-30
ORD-004091,C92,45.99,2024-03-31
ORD-004092,C93,59,2024-04-01
ORD-004093,C94,75.25,2024-04-02
ORD-004094,C95,99.5,2024-04-03
ORD-004095,C96,120,2024-04-04
ORD-004096,C97,150,2024-04-05
ORD-004097,C98,185,2024-04-06
ORD-004098,C99,210,2024-04-07
ORD-004099,C100,275,2024-04-08
ORD-004100,C101,350,2024-04-09
ORD-004101,C102,499.99,2024-04-10
ORD-004102,C103,15.99,2024-04-11
ORD-004103,C104,25,2024-04-12
ORD-004104,C105,33.5,2024-04-13
ORD-004105,C106,45.99,2024-04-14
ORD-004106,C107,59,2024-04-15
ORD-004107,C108,75.25,2024-04-16
ORD-004108,C109,99.5,2024-04-17
ORD-004109,C110,120,2024-04-18
ORD-004110,C111,150,2024-04-19
ORD-004111,C112,185,2024-04-20
ORD-004112,C113,210,2024-04-21
ORD-004113,C114,275,2024-04-22
ORD-004114,C115,350,2024-04-23
ORD-004115,C116,499.99,2024-04-24
ORD-004116,C117,15.99,2024-04-25
ORD-004117,C118,25,2024-04-26
ORD-004118,C119,33.5,2024-04-27
ORD-004119,C120,45.99,2024-04-28
ORD-004120,C121,59,2024-04-29
ORD-004121,C122,75.25,2024-04-30
ORD-004122,C123,99.5,2024-05-01
ORD-004123,C124,120,2024-05-02
ORD-004124,C125,150,2024-05-03
ORD-004125,C126,185,2024-05-04
ORD-004126,C127,210,2024-05-05
ORD-004127,C128,275,2024-05-06
ORD-004128,C129,350,2024-05-07
ORD-004129,C130,499.99,2024-05-08
ORD-004130,C131,15.99,2024-05-09
ORD-004131,C132,25,2024-05-10
ORD-004132,C133,33.5,2024-05-11
ORD-004133,C134,45.99,2024-05-12
ORD-004134,C135,59,2024-05-13
ORD-004135,C136,75.25,2024-05-14
ORD-004136,C137,99.5,2024-05-15
ORD-004137,C138,120,2024-05-16
ORD-004138,C139,150,2024-05-17
ORD-004139,C140,185,2024-05-18
ORD-004140,C141,210,2024-05-19
ORD-004141,C142,275,2024-05-20
ORD-004142,C143,350,2024-05-21
ORD-004143,C144,499.99,2024-05-22
ORD-004144,C145,15.99,2024-05-23
ORD-004145,C146,25,2024-05-24
ORD-004146,C147,33.5,2024-05-25
ORD-004147,C148,45.99,2024-05-26
ORD-004148,C149,59,2024-05-27
